"","Identifier","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"102","PARD6A",-6.81961343180423,4.60156762373869,-41.2044722745284,5.59854967307815e-11,1.31456141833551e-09,14.9809124922021
"103","ZFHX3",-7.46654917475438,4.89096311373453,-40.9465068923376,5.89994259603924e-11,1.37187985606932e-09,14.9468984477462
"104","RFFL",-7.51040443165072,4.99200291150664,-40.8334190361079,6.03775705801945e-11,1.39042578403429e-09,14.9318636897462
"105","RAD23B",-8.98677990321973,6.32587871794222,-40.6507940455589,6.26798295377485e-11,1.42969706421817e-09,14.9074234860478
"106","BCL9L",-6.86748289825541,4.68707924905035,-40.5759096704087,6.36521160432888e-11,1.43284552275586e-09,14.8973441541863
"107","CENPA",-8.41425730771658,5.74711709747167,-40.5483341791294,6.40143928746876e-11,1.43284552275586e-09,14.8936240237431
"108","UBXN6",-7.16410509605681,4.99821986609771,-40.4908065042949,6.47776201135897e-11,1.43650370529673e-09,14.885848343537
"109","PER2",-8.38657551219086,5.3834353447208,-40.3647437610688,6.64859663225484e-11,1.46086137011471e-09,14.8687390011157
"110","RPAP3",-7.74535106513631,5.30877896031334,-40.2719653100995,6.77754635742751e-11,1.47064410579839e-09,14.8560851475426
"111","PABPC4",-6.47501997875209,4.08537032631486,-40.2447302921588,6.81592884106977e-11,1.47064410579839e-09,14.8523606138286
"112","TNRC6B",-8.12657828333248,5.33279057752483,-40.1276777606556,6.9836834072307e-11,1.49080128941335e-09,14.8363011132883
"113","E2F7",-6.63396270129164,4.75231571926983,-40.0760593633551,7.05912414598851e-11,1.49080128941335e-09,14.8291922404836
